,gene,gene_length(kb),0h_no_dox_1,0h_no_dox_11,0h_no_dox_12,0h_no_dox_2,12h_is_dox_5,12h_is_dox_6,12h_no_dox_3,12h_no_dox_4,24h_is_dox_10,24h_is_dox_13,24h_is_dox_14,24h_is_dox_17,24h_is_dox_18,24h_is_dox_19,24h_is_dox_20,24h_is_dox_9,24h_no_dox_15,24h_no_dox_16,24h_no_dox_7,24h_no_dox_8
36905,Gm35091,0.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36906,Gm35174,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36907,Gm52266,0.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36908,Gm35257,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36909,Gm52260,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36910,Gm52233,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36911,Gm35342,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36912,Gm41488,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36913,Gm35427,0.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36914,Gm52246,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36915,Gm33084,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36916,Krtap21-1,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36917,Krtap6-2,0.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36918,Gm23655,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36919,Krtap8-1,0.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36920,Krtap7-1,0.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36921,Krtap11-1,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36922,Gm35500,1.296,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36923,Tiam1,15.854,1378,954,772,1216,2566,1758,3410,1892,1126,1302,1302,1352,1604,1484,1142,2818,2255,2228,3115,1583
36924,Gm52239,1.027,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,4,1,2,2,1
36925,Gm2805,0.968,1,0,3,0,6,1,2,4,1,0,0,0,0,0,1,1,2,0,1,2
36926,Gm10789,4.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36927,Gm35714,2.174,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
36928,Sod1,0.637,4388,3944,3632,5054,9816,4631,12299,4721,2053,2651,2723,1965,2991,2525,2919,8374,3120,3059,9055,3598
36929,Scaf4,9.898,3073,2585,2370,3399,4570,2483,7493,3660,1312,1773,1816,1751,2204,2118,1869,4025,3347,2713,5703,2361
36930,Hunk,6.908,3822,2431,1836,4095,4542,2691,10011,5083,1413,1515,1709,1600,1799,1897,1579,4297,3820,2816,7977,3575
36931,Gm35882,0.551,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36932,Gm41490,0.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36933,Gm35939,2.856,2,0,4,4,2,0,7,3,0,0,0,0,0,0,1,0,1,6,3,1
36934,Gm36001,1.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36935,Gm36063,4.594,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36936,Gm23406,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36937,Gm36116,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36938,Gm36169,1.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36939,Gm53918,0.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36940,Gm46569,0.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36941,Mis18a,1.3,715,687,434,850,1862,946,2365,918,539,909,566,728,871,608,638,2780,735,694,2064,751
36942,Gm17518,1.673,14,11,13,19,35,12,41,15,16,17,11,23,16,12,10,88,17,10,57,9
36943,Mrap,1.352,3,0,0,1,4,3,0,2,0,2,0,0,1,0,1,2,1,0,2,2
36944,Urb1,7.376,2490,2137,2851,2715,4685,2391,5199,2465,896,1325,1924,1720,2065,1551,1323,2824,2550,2054,3660,1572
36945,Eva1c,3.735,5,2,6,5,7,9,10,5,7,8,14,9,11,10,11,9,4,2,1,2
36946,Gm36363,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36947,Gm53919,8.634,0,0,2,0,3,0,4,1,0,0,2,1,3,1,1,6,0,3,1,1
36948,Cfap298,2.822,525,679,383,711,1152,607,1709,750,270,442,353,353,446,345,331,1147,533,529,1477,597
36949,Synj1,11.951,622,480,543,754,1294,566,1623,723,341,489,442,535,571,469,393,1618,563,453,1280,481
36950,4930404I05Rik,0.978,6,4,3,8,36,7,57,8,1,9,3,13,11,7,6,68,13,17,54,4
36951,Paxbp1,3.826,1209,1209,1082,1382,4488,1526,5243,1663,794,1219,1188,1604,1791,1248,1060,6130,1507,1455,5047,1122
36952,Epcip,6.68,1,0,0,3,4,1,3,2,1,0,0,1,1,2,0,9,0,0,3,3
36953,Gm41492,6.472,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0
36954,Gm9881,4.764,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36955,Gm53920,4.88,2,3,8,3,8,4,19,4,0,0,0,2,4,0,0,5,6,6,7,0
36956,Olig2,2.686,2,0,0,0,7,3,1,2,3,5,1,4,1,1,0,10,1,0,0,0
36957,Gm52261,19.527,1,0,0,2,2,2,5,0,0,0,2,0,0,0,0,1,0,2,0,0
36958,Olig1,2.171,1,0,3,4,17,12,5,0,1,1,1,0,1,2,1,0,1,2,3,3
36959,Gm24695,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36960,Gm36587,6.314,2,1,0,0,1,2,7,0,2,2,0,3,3,0,2,6,0,1,6,0
36961,Ifnar2,6.674,149,101,73,160,574,322,441,202,340,523,331,387,460,350,314,1371,161,128,515,193
36962,Il10rb,3.089,31,26,9,42,184,114,112,63,173,268,109,154,196,134,128,662,39,30,129,58
36963,Gm46562,0.288,0,0,1,0,5,1,3,0,0,0,0,0,1,1,1,9,0,0,8,2
36964,A930006K02Rik,0.778,5,11,1,6,36,15,35,12,17,19,5,10,19,11,15,69,10,12,43,12
36965,Ifnar1,8.101,1545,1323,1163,1794,3654,2212,4475,2098,1622,1991,1650,1851,2244,1726,1571,5934,1653,1572,4429,1659
36966,Mir6367,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36967,Ifngr2,2.105,147,149,64,185,867,427,568,256,361,517,320,444,568,395,320,1458,226,181,520,217
36968,Tmem50b,2.614,166,210,80,185,528,274,635,235,172,416,238,271,297,308,180,818,274,208,549,187
36969,Dnajc28,3.582,91,50,57,85,155,101,401,115,80,96,68,96,79,51,54,374,158,110,409,124
36970,Gart,4.932,10597,12043,12086,13249,18052,9738,23159,11828,3032,4352,6040,5893,7627,5710,5848,8684,11227,9906,14655,7204
36971,Son,9.278,9254,6830,8398,10394,25525,9633,32475,11325,5685,7307,7510,9434,10052,7350,5865,30634,10776,8952,27823,7784
36972,Gm36712,2.952,0,0,0,0,4,2,5,0,0,0,0,2,2,2,0,4,1,1,3,0
36973,Donson,2.954,540,602,515,793,1563,890,1733,1010,488,759,562,758,817,630,433,2025,664,606,1571,573
36974,Gm10785,1.709,3,1,2,4,20,6,15,7,1,9,1,3,6,3,5,50,6,6,34,2
36975,Cryzl1,1.792,400,444,241,524,1216,642,1585,650,374,631,346,525,580,367,316,1963,510,521,1692,554
36976,Gm46543,0.429,1,0,0,0,4,1,4,0,0,0,0,0,0,0,0,5,2,0,2,0
36977,Itsn1,22.954,2034,1649,1133,2534,5286,3612,6140,3166,2521,3258,2517,3035,3638,2993,2373,7324,2503,2333,6187,2820
36978,Gm53921,8.789,5,3,3,3,5,1,9,2,0,1,2,1,1,0,1,6,6,7,6,3
36979,Gm52262,1.299,7,2,4,5,8,2,6,0,1,1,2,0,2,0,1,0,3,0,1,0
36980,Gm25245,0.107,0,0,0,0,0,0,0,1,0,0,2,0,3,3,1,0,1,1,0,0
36981,Atp5po,0.772,3492,4504,3622,4335,9157,4487,11100,4478,2471,4387,3593,3941,4750,3608,3515,10914,4232,4028,9237,3498
36982,Gm36797,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36983,D430001F17Rik,5.297,0,1,0,1,0,0,2,0,0,0,1,0,0,2,0,1,3,0,1,0
36984,Gm36905,1.451,0,0,1,0,0,1,0,0,1,2,1,3,2,3,1,4,0,0,1,0
36985,Gm23210,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36986,Slc5a3,10.913,199,106,109,202,1166,525,792,267,365,704,560,800,638,701,323,1483,448,307,1748,443
36987,Mrps6,0.78,407,398,311,326,1060,550,1013,416,237,518,651,688,662,760,434,926,697,521,1168,387
36988,Gm41496,3.874,0,0,0,1,0,3,5,0,0,0,1,0,2,2,2,2,1,1,2,0
36989,Gm41495,1.919,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36990,Gm29880,2.765,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36991,Gm41497,1.234,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36992,Kcne2,1.771,1,0,0,1,3,2,1,0,1,1,0,3,0,0,1,14,1,1,6,2
36993,Smim11,0.56,315,351,198,292,763,345,992,353,194,339,295,315,372,218,236,940,370,339,947,293
36994,1700048M11Rik,0.483,3,0,2,3,9,4,23,2,2,2,2,6,2,6,3,36,5,8,24,3
36995,Fam243,2.679,2,1,3,6,4,5,15,7,0,2,0,4,0,4,1,2,7,4,5,1
36996,Smim34,3.493,4,2,2,4,8,4,9,1,1,0,1,1,1,2,1,3,0,1,6,2
36997,Kcne1,3.195,1,1,1,0,5,2,1,1,5,12,9,6,10,7,9,16,1,2,7,3
36998,Gm30163,0.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
36999,Gm29805,1.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37000,Rcan1,2.532,467,682,338,699,1288,720,1515,755,514,982,601,732,882,667,501,2003,696,574,1475,570
37001,Gm41498,17.439,3,5,11,5,30,5,26,4,0,1,0,4,3,2,0,18,2,3,22,9
37002,Gm46555,12.779,13,6,20,20,53,12,43,14,5,9,5,10,11,4,8,30,10,17,35,14
37003,2410124H12Rik,0.71,5,6,5,7,12,2,7,3,3,1,4,3,9,0,0,4,9,9,7,2
37004,Clic6,3.743,581,486,39,936,1799,948,2157,1122,334,419,104,77,67,77,214,1997,173,91,2383,1072
37005,Gm30224,2.018,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0
37006,Runx1,7.378,34,51,23,72,121,62,113,68,50,32,56,18,23,34,68,199,28,35,196,81
37007,Gm26626,1.224,1,1,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
37008,Gm30281,0.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37009,Gm49723,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37010,Gm41499,0.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37011,Gm30474,3.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37012,Gm30530,0.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37013,Gm30588,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37014,1810053B23Rik,2.583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37015,Mir802,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37016,1700029J03Rik,0.789,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37017,Gm30695,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37018,Setd4,4.936,253,301,251,322,747,271,1005,307,119,167,220,207,278,213,176,600,390,320,894,276
37019,Cbr1,1.043,1077,1362,727,1095,2045,1129,3172,1350,460,905,890,692,867,811,767,1846,1437,1156,2565,1018
37020,Cbr3,1.167,1295,2108,2084,1736,3938,1159,1686,795,106,195,608,388,571,304,625,408,576,573,410,189
37021,Gm41501,1.547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37022,Dop1b,15.236,583,509,707,716,1574,863,941,542,370,543,432,399,565,511,469,831,400,301,786,382
37023,2310043M15Rik,1.58,9,11,5,15,36,7,23,1,1,2,2,4,2,3,2,11,7,5,15,0
37024,Gm30881,1.603,1,3,3,4,4,2,4,0,0,0,0,2,2,3,0,0,0,3,5,1
37025,Morc3,4.278,2394,2106,2285,2563,5331,1879,6438,2484,823,1341,1353,1713,1767,1263,1070,4666,2355,1966,4928,1395
37026,Chaf1b,2.411,2033,2999,2193,2776,5267,2807,5955,2723,1328,2368,1860,2196,2907,2357,2093,4792,2583,2540,4497,1931
37027,Cldn14,2.004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37028,Gm31012,0.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37029,2410003I16Rik,3.68,23,31,38,16,34,3,31,8,0,0,5,2,0,0,7,3,13,10,5,3
37030,Gm31175,3.262,1,4,1,5,8,2,3,1,2,0,3,3,1,2,0,7,3,0,0,0
37031,Sim2,4.353,1,0,0,1,8,2,5,1,3,4,1,2,5,6,1,8,1,0,2,0
37032,Hlcs,11.572,620,536,408,854,1084,808,1527,881,470,539,416,481,604,624,459,996,556,466,1216,605
37033,Gm41502,4.461,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,3,1,1,1,2
37034,Ripply3,1.529,5,4,4,10,41,40,38,17,44,60,40,64,68,48,55,138,30,19,143,55
37035,Gm31259,1.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37036,Gm53180,1.039,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37037,Pigp,1.748,256,251,200,348,834,520,1113,505,393,545,256,398,500,313,263,1973,286,337,1435,452
37038,Ttc3,7.799,4808,3413,2586,5481,15292,7420,20691,7707,5844,6566,4872,6796,7057,5515,4486,30749,5364,5097,22981,6547
37039,Gm23692,0.161,0,0,0,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
37040,Gm31323,6.281,20,11,13,22,46,10,59,20,9,16,12,22,25,18,16,75,15,12,66,10
37041,Vps26c,2.405,897,1105,669,1186,2464,1211,3040,1249,751,1379,730,1019,1251,1187,868,3517,984,872,2555,880
37042,Dyrk1a,8.849,1702,1379,1347,2066,3542,2072,4189,2448,1381,1723,1691,1736,1953,1695,1262,4350,1859,1681,3921,1711
37043,Gm53922,7.259,0,0,1,1,3,0,9,0,1,0,4,1,4,0,2,3,0,2,6,0
37044,Gm41504,4.021,1,1,0,0,1,0,0,1,1,0,1,0,2,0,2,3,1,2,0,0
37045,Gm41505,1.491,1,1,1,2,2,0,6,0,0,1,0,0,1,2,0,3,5,4,8,0
37046,Gm41507,1.635,0,0,3,0,6,1,6,1,0,1,1,0,1,0,0,7,1,1,0,2
37047,Kcnj6,22.652,4,3,6,1,13,8,18,5,35,43,5,19,10,3,4,81,1,3,19,3
37048,Gm31407,0.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37049,Gm49641,0.796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37050,Gm31641,1.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37051,Gm31754,3.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37052,Kcnj15,6.601,0,1,2,1,4,0,0,2,1,4,1,1,5,0,1,12,0,1,4,5
37053,Erg,3.706,4,4,2,4,5,3,6,6,1,7,15,13,18,33,2,12,5,3,5,2
37054,Gm31845,2.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37055,Gm31901,1.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37056,Gm31989,1.318,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,5,0,0,2,1
37057,Ets2,3.556,677,643,358,956,1657,1091,1803,1123,1235,1419,731,1067,1304,1055,900,3271,718,753,1656,824
37058,Gm6599,0.456,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,2
37059,Gm32130,0.294,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37060,Gm41509,2.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37061,1600002D24Rik,2.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37062,Gm15340,0.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37063,Gm41508,0.757,0,0,0,1,3,0,2,1,2,0,2,1,0,1,1,5,1,2,3,2
37064,Psmg1,1.044,1376,1660,1292,1490,2742,1412,3422,1562,653,1170,915,990,1257,873,926,2716,1265,1206,2570,1067
37065,Brwd1,20.256,1884,1471,1482,2300,5309,2195,6300,2533,1474,1866,1375,2083,2306,1312,1184,7726,2190,1891,6440,1992
37066,Hmgn1,1.2,13190,16990,13162,16814,31070,18783,34743,19978,10637,17817,12383,14883,17659,10101,11736,40393,13522,13269,31578,13475
37067,Get1,2.502,1266,1287,1096,1582,1917,1011,3386,1545,530,792,615,752,920,677,576,2030,1329,1160,2228,937
37068,Lca5l,5.372,18,12,17,23,57,8,97,21,16,18,16,29,12,14,14,75,31,16,92,14
37069,Gm53923,3.208,3,4,2,6,29,4,19,10,6,5,1,3,2,2,3,33,7,4,31,1
37070,Sh3bgr,1.321,30,21,13,27,61,15,110,40,8,7,16,21,25,10,18,59,44,43,67,25
37071,B3galt5,6.876,0,1,1,1,0,2,3,2,5,10,6,11,3,5,11,19,1,1,0,4
37072,Gm41510,2.429,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0
37073,Igsf5,11.843,0,1,2,2,3,4,0,0,2,1,2,2,3,0,0,4,1,0,2,2
37074,Itgb2l,3.026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37075,Pcp4,0.641,2,6,1,4,56,50,9,4,68,200,27,65,89,46,30,246,2,2,20,4
37076,Dscam,12.307,12,7,11,31,39,28,31,25,13,12,3,2,3,2,9,47,8,6,58,19
37077,Gm32509,13.077,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37078,Gm32432,66.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37079,Bace2,7.66,16,14,4,32,104,59,88,59,18,17,15,10,13,8,33,99,1,4,179,61
37080,Mx1,2.697,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
37081,Fam3b,0.972,3,2,4,4,2,2,3,3,0,0,0,0,0,1,2,0,1,2,0,0
37082,Mx2,2.422,4,6,7,2,1,1,14,6,1,0,0,0,0,0,0,4,9,1,21,5
37083,Tmprss2,3.234,131,112,23,250,415,240,543,303,122,195,20,14,15,17,53,695,153,62,834,392
37084,Gm41512,6.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37085,Gm41513,0.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37086,Ripk4,3.988,660,592,553,758,931,507,2225,1035,136,129,238,182,205,269,240,525,987,830,2400,972
37087,Prdm15,6.852,590,477,494,660,1461,634,1743,648,441,549,485,626,733,577,509,1764,658,581,1431,518
37088,C2cd2,12.174,159,154,124,247,574,484,607,388,473,714,318,473,533,485,316,1857,175,185,791,321
37089,Mir6964,0.059,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37090,Zbtb21,8.352,697,467,613,790,1926,818,2069,832,464,651,616,710,845,698,604,1706,755,699,1860,613
37091,Gm53924,1.747,0,0,0,1,3,2,2,1,0,1,4,0,1,3,0,21,1,1,4,1
37092,C030010L15Rik,2.411,5,8,11,7,35,6,35,6,9,10,5,10,5,6,9,26,5,12,31,6
37093,B230307C23Rik,4.703,670,460,595,670,1622,482,2012,765,170,245,312,418,459,313,223,1157,671,616,1366,363
37094,A630089N07Rik,2.131,78,34,133,66,269,58,276,80,40,44,40,60,61,51,23,304,60,62,346,61
37095,Gm53925,1.644,8,4,4,15,46,6,68,9,7,7,3,4,8,6,2,61,13,12,45,7
37096,Gm25909,0.121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37097,Pisd-ps2,1.485,15,11,15,15,34,18,70,18,19,12,16,18,13,22,20,82,31,19,94,15
37098,Clul1-ps,1.903,0,0,0,0,3,3,8,1,2,1,1,0,1,0,2,4,1,0,8,2
37099,A230045G11Rik,8.41,235,205,186,262,494,260,766,361,194,223,161,233,311,197,200,756,301,321,795,300
37100,Scaf8,4.873,2909,2580,2705,3275,5397,3142,6693,3556,1768,2098,2402,2867,3021,2145,2133,5658,3122,2881,5692,2338
37101,Gm46578,0.501,0,0,1,1,4,0,1,0,1,0,0,0,0,0,0,3,1,1,1,0
37102,Gm34035,2.221,1,3,0,3,7,4,7,1,3,2,2,4,2,3,7,8,2,8,20,6
37103,Tiam2,9.549,92,87,130,80,191,133,348,157,75,58,90,80,101,51,85,297,183,170,1546,593
37104,Gm49221,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
37105,Gm52295,0.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37106,Tfb1m,4.678,376,459,441,478,745,259,1100,484,164,210,149,176,226,152,148,869,334,333,918,271
37107,Cldn20,0.66,6,2,3,9,13,1,15,4,1,2,0,2,2,1,2,16,2,1,17,3
37108,1700102H20Rik,0.563,10,8,8,10,21,9,23,9,1,3,2,1,8,4,3,13,7,7,17,9
37109,Gm34155,0.789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37110,Nox3,1.792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37111,Gm34208,1.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37112,4930470H14Rik,1.734,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37113,4930548J01Rik,0.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37114,Gm41516,1.939,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37115,Gm34259,0.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37116,4930517M08Rik,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37117,Gm23186,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37118,Gm34371,0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119,Gm53970,0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37120,Gm34507,0.898,0,2,0,1,7,3,7,1,4,7,1,10,6,1,6,31,3,1,9,2
37121,Gm41517,1.123,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
37122,Gm34625,0.802,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
37123,Arid1b,12,1632,1375,1015,1924,3935,2938,3761,2128,1871,2276,1863,1765,2435,2128,1619,4335,1592,1435,3462,1804
37124,Gm34854,20.183,1,0,0,2,13,1,6,4,4,2,1,4,1,0,1,8,8,11,4,1
37125,Tmem242,0.971,798,921,707,982,2200,1172,3001,1144,847,1054,945,1045,1307,960,842,3631,1060,1032,2857,1008
37126,Gm29050,7.678,21,9,10,19,77,17,77,16,13,11,9,21,15,15,10,127,21,19,129,18
37127,Ldhal6b,1.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37128,Gm8363,2.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37129,Gm52310,5.459,0,0,0,0,2,0,1,0,0,1,1,1,0,0,2,1,2,1,2,0
37130,Zdhhc14,12.635,14,18,19,22,17,16,35,7,13,23,18,23,17,14,23,52,18,15,40,17
37131,Gm52305,2.012,2,0,4,1,1,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0
37132,Gm53971,3.674,3,1,1,2,5,0,10,3,2,3,2,3,1,5,2,21,2,1,8,0
37133,Gm41519,0.588,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
37134,3300005D01Rik,1.281,0,0,0,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
37135,Snx9,8.321,706,720,347,1030,1764,967,2579,1337,539,715,643,690,893,635,625,2143,850,904,2273,943
37136,Gm35474,1.21,18,3,6,13,23,4,37,10,0,4,2,3,7,6,3,21,10,3,21,5
37137,Gm46599,1.015,2,2,0,2,6,0,4,1,0,0,0,1,2,0,0,11,4,3,6,1
37138,Synj2,19.419,178,77,123,227,328,104,607,184,49,49,60,69,94,84,61,447,158,154,517,137
37139,Gm52312,0.562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37140,Gm35525,0.617,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37141,Gm46591,2.159,3,0,1,6,5,2,11,2,0,1,1,1,4,2,0,11,1,3,17,4
37142,Serac1,5.68,461,438,401,617,708,347,1456,598,229,236,196,220,278,281,188,847,457,347,978,360
37143,Gtf2h5,1.859,906,1224,1101,1146,2438,1102,3011,1158,569,997,778,975,1191,688,678,2596,1124,1122,2412,819
37144,Tulp4,11.878,724,711,818,1048,1912,1168,2301,1136,787,1073,794,920,1110,779,651,2721,807,714,2151,861
37145,Tmem181a,5.274,370,301,421,499,975,528,1155,444,382,489,418,442,492,502,331,1540,438,371,1050,395
37146,Dynlt1a,4.945,141,267,205,229,444,247,505,227,132,295,175,179,233,210,230,613,221,187,477,209
37147,Gm29719,1.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37148,Gm53261,1.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37149,Dynlt1b,0.771,134,686,470,170,321,170,444,138,94,531,263,335,353,282,275,456,410,327,348,113
37150,Tmem181b-ps,4.71,234,189,198,278,917,389,1085,350,384,524,390,538,639,588,279,2420,413,369,1417,323
37151,Gm2808,5.965,5,12,41,3,8,1,5,3,0,1,1,1,3,1,3,6,7,6,2,2
37152,Gm29721,1.319,0,0,12,2,1,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0
